# fi,prior,high,flat,low
4.644644644644644327e-01,1.000000000000000000e+00,2.978840960969659779e-01,5.198679684717671945e-01,8.007967845826808873e-01
4.654654654654654666e-01,1.000000000000000000e+00,3.001242084613911509e-01,5.225474881835108221e-01,8.034471026130575178e-01
4.664664664664664451e-01,1.000000000000000000e+00,3.023774625733006149e-01,5.251487413140754068e-01,8.060211426774006593e-01
4.674674674674674790e-01,1.000000000000000000e+00,3.046305434528793210e-01,5.278697502354292581e-01,8.086783443438457786e-01
4.684684684684684575e-01,1.000000000000000000e+00,3.069552766403742528e-01,5.305154483179065350e-01,8.113248321111331540e-01
4.694694694694694914e-01,1.000000000000000000e+00,3.091907697148210121e-01,5.331772917564570058e-01,8.139529583255672440e-01
4.704704704704704699e-01,1.000000000000000000e+00,3.114533702421076189e-01,5.359302442855913284e-01,8.166759935565274242e-01
4.714714714714714483e-01,1.000000000000000000e+00,3.137806450999204855e-01,5.385823779166934999e-01,8.193393038323186772e-01
4.724724724724724823e-01,1.000000000000000000e+00,3.161571412125668279e-01,5.413857003330814210e-01,8.221005826410313633e-01
4.734734734734734607e-01,1.000000000000000000e+00,3.184017430688450556e-01,5.440675926592114520e-01,8.247493412142951064e-01
4.744744744744744946e-01,1.000000000000000000e+00,3.207162185402364640e-01,5.467604115508509777e-01,8.273843100190794164e-01
4.754754754754754731e-01,1.000000000000000000e+00,3.230155352261205870e-01,5.495234606179930648e-01,8.301090005998013055e-01
4.764764764764764515e-01,1.000000000000000000e+00,3.254082052414454806e-01,5.523589703058505718e-01,8.328042601472666062e-01
4.774774774774774855e-01,1.000000000000000000e+00,3.277492804196169840e-01,5.551368814923238748e-01,8.354421912859092414e-01
4.784784784784784639e-01,1.000000000000000000e+00,3.300939168706115701e-01,5.578847571479697010e-01,8.381188667442174278e-01
4.794794794794794979e-01,1.000000000000000000e+00,3.324679994560191254e-01,5.606876815573841322e-01,8.408873049972501734e-01
4.804804804804804763e-01,1.000000000000000000e+00,3.349467810181629979e-01,5.634438162577247722e-01,8.435573875441566560e-01
4.814814814814814548e-01,1.000000000000000000e+00,3.373437082733478642e-01,5.662479216360645218e-01,8.462908776647134479e-01
4.824824824824824887e-01,1.000000000000000000e+00,3.397331715882994096e-01,5.690152121555903664e-01,8.488890724925174380e-01
4.834834834834834671e-01,1.000000000000000000e+00,3.421504092765209060e-01,5.718723732005612792e-01,8.515688369836058591e-01
4.844844844844845011e-01,1.000000000000000000e+00,3.445402953079798603e-01,5.747448327207399510e-01,8.543068914252652801e-01
4.854854854854854795e-01,1.000000000000000000e+00,3.470163319986983574e-01,5.775031620421473555e-01,8.569451512396693005e-01
4.864864864864864580e-01,1.000000000000000000e+00,3.494703449959900565e-01,5.803074610236339526e-01,8.596069462146673779e-01
4.874874874874874919e-01,1.000000000000000000e+00,3.520620369590877208e-01,5.831728107986960952e-01,8.624002555279399740e-01
4.884884884884884704e-01,1.000000000000000000e+00,3.545613420165061314e-01,5.860755103501819052e-01,8.649850187571189730e-01
4.894894894894895043e-01,1.000000000000000000e+00,3.570476400716212084e-01,5.889273488717192695e-01,8.675830597967337798e-01
4.904904904904904828e-01,1.000000000000000000e+00,3.596174409884508871e-01,5.918182330708068317e-01,8.702775755830839399e-01
4.914914914914914612e-01,1.000000000000000000e+00,3.621434092425734885e-01,5.945607422042417101e-01,8.729865182889597897e-01
4.924924924924924952e-01,1.000000000000000000e+00,3.646622689416365581e-01,5.973778516462222576e-01,8.756875790005409499e-01
4.934934934934934736e-01,1.000000000000000000e+00,3.671807484765717278e-01,6.002319256317465435e-01,8.782969909217241966e-01
4.944944944944945076e-01,1.000000000000000000e+00,3.698129340358450312e-01,6.031833369060578542e-01,8.809943491105690638e-01
4.954954954954954860e-01,1.000000000000000000e+00,3.724103948386940921e-01,6.061799451157922070e-01,8.837758121338997741e-01
4.964964964964965199e-01,1.000000000000000000e+00,3.749828696909437431e-01,6.091307159591264897e-01,8.865445654843921997e-01
4.974974974974974984e-01,1.000000000000000000e+00,3.776160874413755919e-01,6.121073246839011661e-01,8.892866021618539563e-01
4.984984984984984768e-01,1.000000000000000000e+00,3.803965217146896838e-01,6.150422848692246314e-01,8.921357044683487780e-01
4.994994994994995108e-01,1.000000000000000000e+00,3.830990989835159621e-01,6.180348082027656842e-01,8.949938969991090287e-01
5.005005005005005447e-01,1.000000000000000000e+00,3.858072010404738350e-01,6.209847936499512944e-01,8.977365678194264564e-01
5.015015015015015232e-01,1.000000000000000000e+00,3.885113567125926815e-01,6.238879240661968639e-01,9.004256967086098351e-01
5.025025025025025016e-01,1.000000000000000000e+00,3.911876212045173329e-01,6.268746868574903708e-01,9.030744545096061060e-01
5.035035035035034801e-01,1.000000000000000000e+00,3.938255130222547140e-01,6.297967365571730536e-01,9.058106907505365513e-01
5.045045045045044585e-01,1.000000000000000000e+00,3.965469471218079911e-01,6.328162448301016818e-01,9.085141248474892794e-01
5.055055055055055480e-01,1.000000000000000000e+00,3.992442351496847119e-01,6.358066306101239906e-01,9.111753809913892832e-01
5.065065065065065264e-01,1.000000000000000000e+00,4.021480810639287418e-01,6.388160852281493662e-01,9.141383067888102509e-01
5.075075075075075048e-01,1.000000000000000000e+00,4.048931425594004541e-01,6.419265716726626492e-01,9.170047754673806839e-01
5.085085085085084833e-01,1.000000000000000000e+00,4.076954662640291382e-01,6.449632959296479617e-01,9.198353958529674745e-01
5.095095095095094617e-01,1.000000000000000000e+00,4.105361420593862110e-01,6.480812972676277539e-01,9.225822621426186254e-01
5.105105105105105512e-01,1.000000000000000000e+00,4.132539012785081955e-01,6.511156872877073010e-01,9.252067986345937634e-01
5.115115115115115296e-01,1.000000000000000000e+00,4.160720092145926974e-01,6.541634190165072082e-01,9.279563206081610227e-01
5.125125125125125081e-01,1.000000000000000000e+00,4.189675985706904915e-01,6.572027182597773853e-01,9.308143420915749866e-01
5.135135135135134865e-01,1.000000000000000000e+00,4.218593329566381334e-01,6.602846272386686532e-01,9.335431093709578576e-01
5.145145145145144649e-01,1.000000000000000000e+00,4.246907042748664374e-01,6.633868321536874335e-01,9.362742240575098185e-01
5.155155155155155544e-01,1.000000000000000000e+00,4.276282551486526029e-01,6.665401461631932367e-01,9.390604821104755473e-01
5.165165165165165329e-01,1.000000000000000000e+00,4.305153328262461554e-01,6.696225978428486103e-01,9.417510800430185514e-01
5.175175175175175113e-01,1.000000000000000000e+00,4.333880033008525867e-01,6.726148116111329012e-01,9.444882573238159162e-01
5.185185185185184897e-01,1.000000000000000000e+00,4.362590576426113032e-01,6.757376378930829430e-01,9.473134116846914088e-01
5.195195195195194682e-01,1.000000000000000000e+00,4.391699811162401712e-01,6.787866088310172685e-01,9.501240547656107926e-01
5.205205205205205576e-01,1.000000000000000000e+00,4.421308330690726374e-01,6.819464779691284395e-01,9.530164021963911658e-01
5.215215215215215361e-01,1.000000000000000000e+00,4.450740178117060242e-01,6.850862541985206500e-01,9.557716418515870282e-01
5.225225225225225145e-01,1.000000000000000000e+00,4.480279919361679353e-01,6.881574355699914269e-01,9.585763574770179707e-01
5.235235235235234930e-01,1.000000000000000000e+00,4.510485791960938129e-01,6.914643254292592855e-01,9.614138969559741232e-01
5.245245245245244714e-01,1.000000000000000000e+00,4.540212200431839040e-01,6.946675287795732734e-01,9.643164347500386979e-01
5.255255255255255609e-01,1.000000000000000000e+00,4.570390254992103829e-01,6.978287508225544666e-01,9.669965139566131240e-01
5.265265265265265393e-01,1.000000000000000000e+00,4.600408781599506503e-01,7.009244702305477137e-01,9.698319865407212248e-01
5.275275275275275177e-01,1.000000000000000000e+00,4.630882978341611111e-01,7.042110700546246882e-01,9.727140173868460415e-01
5.285285285285284962e-01,1.000000000000000000e+00,4.662144878434081319e-01,7.073212938061055333e-01,9.754898604757958891e-01
5.295295295295294746e-01,1.000000000000000000e+00,4.693542170947292425e-01,7.106413240354843008e-01,9.782932775930367475e-01
5.305305305305305641e-01,1.000000000000000000e+00,4.723802637442371388e-01,7.138644399563802700e-01,9.810651072770834036e-01
5.315315315315315425e-01,1.000000000000000000e+00,4.754408444948642343e-01,7.171204500872704335e-01,9.838162407680036692e-01
5.325325325325325210e-01,1.000000000000000000e+00,4.785507287253432662e-01,7.203029446112676482e-01,9.864968520579696643e-01
5.335335335335334994e-01,1.000000000000000000e+00,4.816387471214193527e-01,7.235610591360636112e-01,9.893112001493874486e-01
5.345345345345344779e-01,1.000000000000000000e+00,4.847697502239757261e-01,7.267737748937090903e-01,9.922142677558675183e-01
5.355355355355355673e-01,1.000000000000000000e+00,4.878788927898117800e-01,7.298794952975234951e-01,9.950671069823772141e-01
5.365365365365365458e-01,1.000000000000000000e+00,4.910264520890677553e-01,7.332642176678071388e-01,9.980184178328662670e-01
5.375375375375375242e-01,1.000000000000000000e+00,4.942222348889721562e-01,7.365264203259290765e-01,1.000773998008688492e+00
5.385385385385385026e-01,1.000000000000000000e+00,4.975318994721360522e-01,7.399497688753493563e-01,1.003609424560006236e+00
5.395395395395394811e-01,1.000000000000000000e+00,5.007933366679223619e-01,7.433707279242447452e-01,1.006345707170055448e+00
5.405405405405405705e-01,1.000000000000000000e+00,5.040115911947619098e-01,7.466405598569685331e-01,1.009248234186233883e+00
5.415415415415415490e-01,1.000000000000000000e+00,5.072582746342559901e-01,7.498801329256103987e-01,1.012003155181730563e+00
5.425425425425425274e-01,1.000000000000000000e+00,5.105975547650289936e-01,7.531669813969519289e-01,1.014811883291800054e+00
5.435435435435435059e-01,1.000000000000000000e+00,5.138752060947709976e-01,7.565394344459481779e-01,1.017634991461155547e+00
5.445445445445444843e-01,1.000000000000000000e+00,5.172170998337639602e-01,7.599558975567862751e-01,1.020506652815295512e+00
5.455455455455455738e-01,1.000000000000000000e+00,5.204899202330591779e-01,7.632812570783188422e-01,1.023387433451642181e+00
5.465465465465465522e-01,1.000000000000000000e+00,5.238709918686172973e-01,7.666992940615064978e-01,1.026182969327669836e+00
5.475475475475475307e-01,1.000000000000000000e+00,5.272520311322391739e-01,7.701519722105751864e-01,1.029090889752754867e+00
5.485485485485485091e-01,1.000000000000000000e+00,5.307260600758321178e-01,7.735733481496200881e-01,1.031945290636107293e+00
5.495495495495495986e-01,1.000000000000000000e+00,5.340871732215015655e-01,7.769637667997189023e-01,1.034748008060583313e+00
5.505505505505505770e-01,1.000000000000000000e+00,5.374933342373836576e-01,7.802289022222751447e-01,1.037546497640420728e+00
5.515515515515515554e-01,1.000000000000000000e+00,5.409583224990951456e-01,7.838108236794048000e-01,1.040426975155661848e+00
5.525525525525525339e-01,1.000000000000000000e+00,5.443893894529181487e-01,7.872136975583911012e-01,1.043128500277816118e+00
5.535535535535535123e-01,1.000000000000000000e+00,5.479529667670269832e-01,7.905834928936515960e-01,1.045974437500045262e+00
5.545545545545546018e-01,1.000000000000000000e+00,5.514038019258454826e-01,7.941257973034626660e-01,1.048911799080071594e+00
5.555555555555555802e-01,1.000000000000000000e+00,5.548340927782103860e-01,7.976919351589801810e-01,1.051831377645503274e+00
5.565565565565565587e-01,1.000000000000000000e+00,5.583342890071594233e-01,8.010415268766284402e-01,1.054776854315669921e+00
5.575575575575575371e-01,1.000000000000000000e+00,5.618726382401554309e-01,8.045391120557752185e-01,1.057665162210922105e+00
5.585585585585585155e-01,1.000000000000000000e+00,5.654910468609483098e-01,8.081092399962376271e-01,1.060506607352688535e+00
5.595595595595596050e-01,1.000000000000000000e+00,5.690843513067208592e-01,8.116134559724655917e-01,1.063344018785174372e+00
5.605605605605605835e-01,1.000000000000000000e+00,5.728111183215219837e-01,8.152723954877939549e-01,1.066279779007747175e+00
5.615615615615615619e-01,1.000000000000000000e+00,5.763258543963106773e-01,8.188595278300475622e-01,1.069128537643584176e+00
5.625625625625625403e-01,1.000000000000000000e+00,5.798812489751158372e-01,8.222723979711885622e-01,1.071942832004495028e+00
5.635635635635635188e-01,1.000000000000000000e+00,5.834538518942684604e-01,8.258317539713989630e-01,1.074749295671848515e+00
5.645645645645646082e-01,1.000000000000000000e+00,5.871384793905433108e-01,8.294742161852665108e-01,1.077752342959113818e+00
5.655655655655655867e-01,1.000000000000000000e+00,5.907474750385643958e-01,8.329581058677786309e-01,1.080638673188554222e+00
5.665665665665665651e-01,1.000000000000000000e+00,5.944333520044353669e-01,8.364334304770754125e-01,1.083556889828321657e+00
5.675675675675675436e-01,1.000000000000000000e+00,5.981636974209511015e-01,8.399974288458599281e-01,1.086419351814339906e+00
5.685685685685685220e-01,1.000000000000000000e+00,6.019072122267756786e-01,8.435683809579002101e-01,1.089347328936655979e+00
5.695695695695696115e-01,1.000000000000000000e+00,6.056391767457710573e-01,8.470804419637258942e-01,1.092278616211135311e+00
5.705705705705705899e-01,1.000000000000000000e+00,6.094307949138831892e-01,8.506305626014278864e-01,1.095201230313423979e+00
5.715715715715715683e-01,1.000000000000000000e+00,6.131936743601614781e-01,8.542565542103612852e-01,1.098140627980477291e+00
5.725725725725725468e-01,1.000000000000000000e+00,6.170549767995798796e-01,8.578841102872358793e-01,1.101067584201265381e+00
5.735735735735735252e-01,1.000000000000000000e+00,6.207431278407217201e-01,8.614411367100611727e-01,1.103779718178845792e+00
5.745745745745746147e-01,1.000000000000000000e+00,6.245700496116841638e-01,8.650289149963626967e-01,1.106622995654663821e+00
5.755755755755755931e-01,1.000000000000000000e+00,6.283250264941538932e-01,8.687722604833242324e-01,1.109376139130701988e+00
5.765765765765765716e-01,1.000000000000000000e+00,6.321716013016424052e-01,8.723873958262597927e-01,1.112283280130058838e+00
5.775775775775775500e-01,1.000000000000000000e+00,6.361245833376637515e-01,8.761896621085315529e-01,1.115328595513318977e+00
5.785785785785785285e-01,1.000000000000000000e+00,6.399982080056648703e-01,8.800035051141178455e-01,1.118403093693438377e+00
5.795795795795796179e-01,1.000000000000000000e+00,6.438214366515527809e-01,8.835911554007613855e-01,1.121332217632132533e+00
5.805805805805805964e-01,1.000000000000000000e+00,6.477472443880598618e-01,8.872746666021011919e-01,1.124256468980368240e+00
5.815815815815815748e-01,1.000000000000000000e+00,6.516667572079067883e-01,8.910002237649496948e-01,1.127203099545329490e+00
5.825825825825825532e-01,1.000000000000000000e+00,6.556514564794326816e-01,8.947062395457543449e-01,1.130210544303481113e+00
5.835835835835835317e-01,1.000000000000000000e+00,6.595641795095474880e-01,8.984128427612053658e-01,1.133104455185147907e+00
5.845845845845846211e-01,1.000000000000000000e+00,6.636176024580421329e-01,9.023661568307215219e-01,1.136118093820086550e+00
5.855855855855855996e-01,1.000000000000000000e+00,6.674793474627700451e-01,9.060394853219616573e-01,1.138987999709069276e+00
5.865865865865865780e-01,1.000000000000000000e+00,6.715181267292931189e-01,9.099120677775086596e-01,1.141882922261112654e+00
5.875875875875875565e-01,1.000000000000000000e+00,6.754709436064262329e-01,9.138615233019461437e-01,1.144985613191235041e+00
5.885885885885885349e-01,1.000000000000000000e+00,6.794774630298391349e-01,9.177203700664999797e-01,1.147945104209575851e+00
5.895895895895896244e-01,1.000000000000000000e+00,6.835846691495105487e-01,9.214647590960772794e-01,1.150778427101012857e+00
5.905905905905906028e-01,1.000000000000000000e+00,6.876970746877978380e-01,9.254196712952675874e-01,1.153694796890537999e+00
5.915915915915915813e-01,1.000000000000000000e+00,6.919631034183182372e-01,9.295734740442036514e-01,1.156623352950548522e+00
5.925925925925925597e-01,1.000000000000000000e+00,6.961367522127412943e-01,9.336352914175508610e-01,1.159504407905260104e+00
5.935935935935935381e-01,1.000000000000000000e+00,7.002086367808884049e-01,9.373463207199902447e-01,1.162470195818741336e+00
5.945945945945946276e-01,1.000000000000000000e+00,7.043259114633610984e-01,9.410316527307190926e-01,1.165517050902155072e+00
5.955955955955956060e-01,1.000000000000000000e+00,7.085104578209415749e-01,9.450377459918836154e-01,1.168500770613100093e+00
5.965965965965965845e-01,1.000000000000000000e+00,7.126489766960183436e-01,9.489545098428102676e-01,1.171417158058584818e+00
5.975975975975975629e-01,1.000000000000000000e+00,7.167902398594422353e-01,9.527512347879532051e-01,1.174354919866767544e+00
5.985985985985985414e-01,1.000000000000000000e+00,7.210602540811986705e-01,9.566832326465966041e-01,1.177253417403008928e+00
5.995995995995996308e-01,1.000000000000000000e+00,7.253825274978409343e-01,9.606583702516275913e-01,1.180121045288740733e+00
6.006006006006006093e-01,1.000000000000000000e+00,7.296052863627913165e-01,9.645592603330700454e-01,1.183022614624175572e+00
6.016016016016015877e-01,1.000000000000000000e+00,7.339953544822666043e-01,9.687261277128260684e-01,1.186080278735226923e+00
6.026026026026025662e-01,1.000000000000000000e+00,7.383170755259842455e-01,9.726538361311113379e-01,1.189069744117156047e+00
6.036036036036035446e-01,1.000000000000000000e+00,7.426295805168033892e-01,9.765312191873183334e-01,1.191961189524919140e+00
6.046046046046046341e-01,1.000000000000000000e+00,7.471318626994818413e-01,9.805417903722419837e-01,1.194785058379540077e+00
6.056056056056056125e-01,1.000000000000000000e+00,7.515254838292565465e-01,9.844761189872662799e-01,1.197823696316767439e+00
6.066066066066065909e-01,1.000000000000000000e+00,7.560580367516605005e-01,9.885394554276638601e-01,1.200818337213617193e+00
6.076076076076075694e-01,1.000000000000000000e+00,7.604076208815495619e-01,9.924128108135626958e-01,1.203774167255657890e+00
6.086086086086086588e-01,1.000000000000000000e+00,7.649102728149874686e-01,9.964596268406433754e-01,1.206708953949539698e+00
6.096096096096096373e-01,1.000000000000000000e+00,7.692905981090443213e-01,1.000434483299108557e+00,1.209597677341141209e+00
6.106106106106106157e-01,1.000000000000000000e+00,7.737994285869748134e-01,1.004540845349254585e+00,1.212558924671267135e+00
6.116116116116115942e-01,1.000000000000000000e+00,7.783336021588096454e-01,1.008700043632359655e+00,1.215570994267306970e+00
6.126126126126125726e-01,1.000000000000000000e+00,7.828707030197132877e-01,1.012679205487617917e+00,1.218377843982307640e+00
6.136136136136136621e-01,1.000000000000000000e+00,7.874339143724968793e-01,1.016809753952652384e+00,1.221352308163239142e+00
6.146146146146146405e-01,1.000000000000000000e+00,7.918617184356467886e-01,1.020870416122754643e+00,1.224354335564034724e+00
6.156156156156156189e-01,1.000000000000000000e+00,7.964909782339140154e-01,1.024899384976324823e+00,1.227300890716839676e+00
6.166166166166165974e-01,1.000000000000000000e+00,8.010777129776386341e-01,1.028910430810837440e+00,1.230230196615340832e+00
6.176176176176175758e-01,1.000000000000000000e+00,8.056975948015581146e-01,1.033102333810415496e+00,1.232978936670146464e+00
6.186186186186186653e-01,1.000000000000000000e+00,8.103804881370508806e-01,1.037197959281044524e+00,1.236030848150147410e+00
6.196196196196196437e-01,1.000000000000000000e+00,8.150905771371929065e-01,1.041433825559818782e+00,1.238997072488766671e+00
6.206206206206206222e-01,1.000000000000000000e+00,8.197309653169885246e-01,1.045544904982644407e+00,1.241968513818592301e+00
6.216216216216216006e-01,1.000000000000000000e+00,8.243733686327229249e-01,1.049727387264094425e+00,1.244811722151550892e+00
6.226226226226225791e-01,1.000000000000000000e+00,8.291640868028613554e-01,1.053941397022968296e+00,1.247897504115131673e+00
6.236236236236236685e-01,1.000000000000000000e+00,8.339252364793210415e-01,1.058083622460342266e+00,1.250807011321155349e+00
6.246246246246246470e-01,1.000000000000000000e+00,8.385527846591078749e-01,1.062282727657414050e+00,1.253879066817982224e+00
6.256256256256256254e-01,1.000000000000000000e+00,8.433538447211855749e-01,1.066456842826698503e+00,1.256812211442733140e+00
6.266266266266266038e-01,1.000000000000000000e+00,8.481158046891208446e-01,1.070584409219407895e+00,1.259737773479827183e+00
6.276276276276275823e-01,1.000000000000000000e+00,8.527169522223676523e-01,1.074781307237389960e+00,1.262707888305612647e+00
6.286286286286286717e-01,1.000000000000000000e+00,8.575827987389343932e-01,1.078996519025284151e+00,1.265774878633505018e+00
6.296296296296296502e-01,1.000000000000000000e+00,8.624346244972198594e-01,1.083349090191787711e+00,1.268749940034115786e+00
6.306306306306306286e-01,1.000000000000000000e+00,8.673254795926828020e-01,1.087546533447535824e+00,1.271683991173779837e+00
6.316316316316316071e-01,1.000000000000000000e+00,8.722379151894810168e-01,1.091818149141905669e+00,1.274735498399369282e+00
6.326326326326325855e-01,1.000000000000000000e+00,8.772281915648785233e-01,1.096141100942067403e+00,1.277568979733189725e+00
6.336336336336336750e-01,1.000000000000000000e+00,8.822730024382845482e-01,1.100395553087210931e+00,1.280612197148891962e+00
6.346346346346346534e-01,1.000000000000000000e+00,8.872422756061946192e-01,1.104689111868042417e+00,1.283528167877619364e+00
6.356356356356356319e-01,1.000000000000000000e+00,8.923351520149636062e-01,1.109064888720556752e+00,1.286489426173502704e+00
6.366366366366366103e-01,1.000000000000000000e+00,8.973697064791640310e-01,1.113393065047979968e+00,1.289539064125528878e+00
6.376376376376375887e-01,1.000000000000000000e+00,9.024002801858516110e-01,1.117643774623242159e+00,1.292546074177404858e+00
6.386386386386386782e-01,1.000000000000000000e+00,9.074431445703073917e-01,1.121871854205897634e+00,1.295563176333762723e+00
6.396396396396396566e-01,1.000000000000000000e+00,9.125436760497371846e-01,1.126378963524441001e+00,1.298628659490891790e+00
6.406406406406406351e-01,1.000000000000000000e+00,9.175030701740551908e-01,1.130602621829220888e+00,1.301687704631999010e+00
6.416416416416416135e-01,1.000000000000000000e+00,9.225416221579767484e-01,1.135029530169137324e+00,1.304677294043400160e+00
6.426426426426425920e-01,1.000000000000000000e+00,9.276644644044147459e-01,1.139444033723455929e+00,1.307734510165005748e+00
6.436436436436436814e-01,1.000000000000000000e+00,9.329712472110156529e-01,1.143839385843642420e+00,1.310818197967096088e+00
6.446446446446446599e-01,1.000000000000000000e+00,9.381422455030584695e-01,1.148229770557729346e+00,1.313778067270758854e+00
6.456456456456456383e-01,1.000000000000000000e+00,9.433826329453252058e-01,1.152781996746057969e+00,1.316821519601317547e+00
6.466466466466466168e-01,1.000000000000000000e+00,9.486893760518129159e-01,1.157194931561974727e+00,1.319744371485360723e+00
6.476476476476475952e-01,1.000000000000000000e+00,9.540101520227418641e-01,1.161687665474616216e+00,1.322677252550300109e+00
6.486486486486486847e-01,1.000000000000000000e+00,9.592724958386460443e-01,1.166210537108268053e+00,1.325665710623946225e+00
6.496496496496496631e-01,1.000000000000000000e+00,9.645946593706915539e-01,1.170659945661101098e+00,1.328750535235077912e+00
6.506506506506506415e-01,1.000000000000000000e+00,9.699358719420941854e-01,1.175349952653560459e+00,1.331885979973415735e+00
6.516516516516516200e-01,1.000000000000000000e+00,9.751660226130354214e-01,1.179687778457383596e+00,1.334747958415259728e+00
6.526526526526525984e-01,1.000000000000000000e+00,9.803067008971904084e-01,1.184242900239588003e+00,1.337780137033176775e+00
6.536536536536536879e-01,1.000000000000000000e+00,9.854736199607128100e-01,1.188694208027161192e+00,1.340729959857425158e+00
6.546546546546546663e-01,1.000000000000000000e+00,9.908215628289566146e-01,1.193268647476367184e+00,1.343755563638099781e+00
6.556556556556556448e-01,1.000000000000000000e+00,9.962471486553443611e-01,1.197863683503225474e+00,1.346795936332852106e+00
6.566566566566566232e-01,1.000000000000000000e+00,1.001683456172537179e+00,1.202388755239868656e+00,1.349854809652397458e+00
6.576576576576576016e-01,1.000000000000000000e+00,1.007040202395725004e+00,1.207023661404371673e+00,1.353027303789041236e+00
6.586586586586586911e-01,1.000000000000000000e+00,1.012482229339191742e+00,1.211657620382065703e+00,1.355950061589815236e+00
6.596596596596596696e-01,1.000000000000000000e+00,1.017982667969595578e+00,1.216369785158509575e+00,1.358936715254251748e+00
6.606606606606606480e-01,1.000000000000000000e+00,1.023566920715467843e+00,1.221219465975785790e+00,1.362027960282724992e+00
6.616616616616616264e-01,1.000000000000000000e+00,1.029097193122827880e+00,1.225783909305886654e+00,1.365129173418004882e+00
6.626626626626626049e-01,1.000000000000000000e+00,1.034760579514121259e+00,1.230459842480845056e+00,1.368311111533004887e+00
6.636636636636636943e-01,1.000000000000000000e+00,1.040440760558069888e+00,1.235259761238358012e+00,1.371301227922547383e+00
6.646646646646646728e-01,1.000000000000000000e+00,1.046197010532758931e+00,1.239866791150332270e+00,1.374174380186453215e+00
6.656656656656656512e-01,1.000000000000000000e+00,1.051908446414529186e+00,1.244586551367639737e+00,1.377116089401330568e+00
6.666666666666666297e-01,1.000000000000000000e+00,1.057521205002500908e+00,1.249525983830270803e+00,1.380078081959352110e+00
6.676676676676676081e-01,1.000000000000000000e+00,1.063181417438813892e+00,1.254171926200152276e+00,1.383154264270491929e+00
6.686686686686686976e-01,1.000000000000000000e+00,1.068750689198430859e+00,1.258857308678845710e+00,1.386092453676519121e+00
6.696696696696696760e-01,1.000000000000000000e+00,1.074451610805042145e+00,1.263399073698718178e+00,1.389088879821949396e+00
6.706706706706706544e-01,1.000000000000000000e+00,1.080175105444045602e+00,1.268163573463008120e+00,1.392084050529687200e+00
6.716716716716716329e-01,1.000000000000000000e+00,1.085902284246651917e+00,1.272925627390635306e+00,1.395130681594372701e+00
6.726726726726726113e-01,1.000000000000000000e+00,1.091642619298876404e+00,1.277625614201693072e+00,1.398216006674718903e+00
6.736736736736737008e-01,1.000000000000000000e+00,1.097466281476913830e+00,1.282385196591097065e+00,1.401265325577115917e+00
6.746746746746746792e-01,1.000000000000000000e+00,1.103324433718118724e+00,1.287030804759557778e+00,1.404146934765746702e+00
6.756756756756756577e-01,1.000000000000000000e+00,1.109089396371831793e+00,1.291731120053185577e+00,1.407156498680290468e+00
6.766766766766766361e-01,1.000000000000000000e+00,1.114922920169578946e+00,1.296608464292136054e+00,1.410304941220992481e+00
6.776776776776777256e-01,1.000000000000000000e+00,1.120994832046702028e+00,1.301386540544321457e+00,1.413339031676921431e+00
6.786786786786787040e-01,1.000000000000000000e+00,1.126884562347471030e+00,1.306162256456036896e+00,1.416314423224090957e+00
6.796796796796796825e-01,1.000000000000000000e+00,1.133127795507402613e+00,1.311072997555697839e+00,1.419318817779805064e+00
6.806806806806806609e-01,1.000000000000000000e+00,1.139102391362054378e+00,1.315989082877969896e+00,1.422354667899001335e+00
6.816816816816816393e-01,1.000000000000000000e+00,1.145032300064662723e+00,1.320720014570370582e+00,1.425360569092645413e+00
6.826826826826827288e-01,1.000000000000000000e+00,1.151161610954933856e+00,1.325603719795210189e+00,1.428497563435541906e+00
6.836836836836837072e-01,1.000000000000000000e+00,1.157250281169301287e+00,1.330342767776002910e+00,1.431681299169545118e+00
6.846846846846846857e-01,1.000000000000000000e+00,1.163316246070542848e+00,1.335152974671621973e+00,1.434812446366085181e+00
6.856856856856856641e-01,1.000000000000000000e+00,1.169409108574340772e+00,1.339935626034182148e+00,1.437875382285167092e+00
6.866866866866866426e-01,1.000000000000000000e+00,1.175730348364864453e+00,1.344807600164075856e+00,1.441014387429633281e+00
6.876876876876877320e-01,1.000000000000000000e+00,1.181775493744398275e+00,1.349664330794347000e+00,1.443903270191718269e+00
6.886886886886887105e-01,1.000000000000000000e+00,1.188084394369007146e+00,1.354580407465411307e+00,1.446995892157959540e+00
6.896896896896896889e-01,1.000000000000000000e+00,1.194253343956287905e+00,1.359521794305781572e+00,1.450018220868113827e+00
6.906906906906906674e-01,1.000000000000000000e+00,1.200430448731961919e+00,1.364369303719009441e+00,1.453124910853659024e+00
6.916916916916916458e-01,1.000000000000000000e+00,1.206887190097108986e+00,1.369344819212417352e+00,1.456117243694957875e+00
6.926926926926927353e-01,1.000000000000000000e+00,1.213191968014230460e+00,1.374224447905380453e+00,1.459326632066182627e+00
6.936936936936937137e-01,1.000000000000000000e+00,1.219560698377418095e+00,1.379215869705731290e+00,1.462268638740760629e+00
6.946946946946946921e-01,1.000000000000000000e+00,1.225859320010263653e+00,1.384105931990921246e+00,1.465371399562625854e+00
6.956956956956956706e-01,1.000000000000000000e+00,1.232309989492903268e+00,1.389218317384576684e+00,1.468501723539215265e+00
6.966966966966966490e-01,1.000000000000000000e+00,1.238929012557695941e+00,1.394404055631352390e+00,1.471399638156236866e+00
