chieff,FI,FA,HI,HA,LI,LA,FI0p5,FA0p5,HI0p5,HA0p5,LI0p5,LA0p5
-0.395,0.42159999999999964,0,0.5846999999999994,0,0.17029999999999984,0,0.4242999999999996,0,0.6077999999999995,0,0.2043999999999998,0
-0.394,0.42159999999999964,0,0.5846999999999994,0,0.17029999999999984,0,0.4242999999999996,0,0.6077999999999995,0,0.2043999999999998,0
-0.393,0.42159999999999964,0,0.5846999999999994,0,0.17029999999999984,0,0.4242999999999996,0,0.6077999999999995,0,0.2043999999999998,0
-0.392,0.42159999999999964,0,0.5846999999999994,0,0.17029999999999984,0,0.4242999999999996,0,0.6077999999999995,0,0.2043999999999998,0
-0.391,0.42159999999999964,0,0.5846999999999994,0,0.17029999999999984,0,0.4242999999999996,0,0.6077999999999995,0,0.2043999999999998,0
-0.39,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.389,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.388,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.387,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.386,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.385,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.384,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.383,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.382,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.381,0.4578999999999996,0,0.6084999999999995,0,0.19319999999999982,0,0.45509999999999956,0,0.6370999999999994,0,0.23329999999999979,0
-0.38,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.379,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.378,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.377,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.376,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.375,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.374,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.373,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.372,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.371,0.4846999999999996,0,0.6149999999999994,0,0.2116999999999998,0,0.45809999999999956,0,0.6544999999999994,0,0.24019999999999977,0
-0.37,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.369,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.368,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.367,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.366,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.365,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.364,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.363,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.362,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.361,0.5139999999999996,0,0.6454999999999994,0,0.2364999999999998,0,0.4840999999999996,0,0.6920999999999994,0,0.25769999999999976,0
-0.36,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.359,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.358,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.357,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.356,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.355,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.354,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.353,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.352,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.351,0.5460999999999995,0,0.6857999999999994,0,0.26489999999999975,0,0.5175999999999995,0,0.6878999999999994,0,0.28659999999999974,0
-0.35,0.5832000000000027,0,0.7093000000000034,0,0.28670000000000134,0,0.5460000000000026,0,0.7162000000000034,0,0.30760000000000143,0
-0.349,0.5832000000000027,0,0.7093000000000034,0,0.28670000000000134,0,0.5460000000000026,0,0.7162000000000034,0,0.30760000000000143,0
-0.348,0.5832000000000027,0,0.7093000000000034,0,0.28670000000000134,0,0.5460000000000026,0,0.7162000000000034,0,0.30760000000000143,0
-0.347,0.5832000000000027,0,0.7093000000000034,0,0.28670000000000134,0,0.5460000000000026,0,0.7162000000000034,0,0.30760000000000143,0
-0.346,0.5832000000000027,0,0.7093000000000034,0,0.28670000000000134,0,0.5460000000000026,0,0.7162000000000034,0,0.30760000000000143,0
